0,350,200,鸡,25,5,5,0,
0,280,260,鸡,25,5,5,0,
0,405,240,鸡,25,5,5,0,
0,340,310,鸡,25,5,5,0,
0,110,60,稻草人,70,10,4,0,
0,110,80,多钩猫,60,10,4,0,
0,220,60,稻草人,60,10,4,0,
0,150,130,多钩猫,50,10,4,0,
0,140,100,钉耙猫,50,20,4,0,
0,90,240,半兽人,60,20,4,0,
0,65,185,毒蜘蛛,30,20,4,0,
0,150,150,食人花,100,120,4,0,
0,210,185,鹿,45,20,4,0,
0,265,125,鹿,45,20,4,0,
0,310,95,鹿,45,20,4,0,
0,225,20,蛤蟆,20,15,4,0,
0,280,380,蛤蟆,20,15,4,0,
0,340,80,蛤蟆,20,25,4,0,
0,60,300,毒蜘蛛,60,20,4,0,
0,420,95,半兽人,50,20,3,0,
0,570,120,毒蜘蛛,80,20,3,0,
0,615,110,毒蜘蛛,50,10,3,0,
0,560,200,半兽人,90,30,3,0,
0,620,370,毒蜘蛛,60,10,3,0,
0,420,380,鹿,45,10,3,0,
0,470,330,鹿,45,10,3,0,
0,395,420,蛤蟆,40,10,3,0,
0,520,480,食人花,120,120,3,0,
0,405,515,蛤蟆,30,10,3,0,
0,500,400,稻草人,50,10,3,0,
0,510,410,多钩猫,50,10,3,0,
0,510,410,钉耙猫,50,10,3,0,
0,560,320,半兽人,90,10,3,0,
0,480,450,半兽人,60,10,3,0,
0,480,450,兔子,60,10,3,0,
0,500,500,森林雪人,120,50,3,0,
0,600,400,半兽人,80,10,3,0,
0,550,250,食人花,80,60,3,0,
0,650,420,毒蜘蛛,30,10,3,0,
0,600,580,鹿,40,10,3,0,
0,540,530,稻草人,70,20,3,0,
0,550,550,鹿,70,20,3,0,
0,570,610,鹿,50,20,3,0,
0,640,520,多钩猫,50,20,3,0,
0,640,520,钉耙猫,50,20,3,0,
0,640,530,稻草人,50,20,3,0,
0,205,325,鹿,50,20,5,0,
0,260,380,鹿,50,30,5,0,
0,300,410,蛤蟆,50,20,6,0,
0,200,400,稻草人,50,20,6,0,
0,200,400,兔子,50,20,6,0,
0,180,420,多钩猫,50,20,6,0,
0,180,420,钉耙猫,50,20,6,0,
0,150,425,森林雪人,120,60,7,0,
0,110,440,半兽人,70,40,7,0,
0,220,470,半兽人,70,40,7,0,
0,140,500,半兽人,50,30,7,0,
0,150,430,食人花,120,80,9,0,
0,150,150,森林雪人,100,60,7,0,
0,340,550,钉耙猫,50,40,6,0,
0,340,550,多钩猫,50,40,6,0,
0,340,550,鹿,50,30,4,0,
0,247,565,羊,50,40,4,0,
0,330,530,半兽人,40,50,6,0,
0,270,625,鹿,60,50,4,0,
0,270,625,稻草人,60,50,5,0,
0,295,625,鹿,50,20,3,0,
0,120,60,栗子树,60,2,10,0,
0,150,130,栗子树,50,2,10,0,
0,140,100,栗子树,50,2,10,0,
0,90,240,栗子树,60,2,10,0,
0,65,185,栗子树,30,2,10,0,
0,120,200,栗子树,60,2,10,0,
0,310,95,灌木,45,2,10,0,
0,225,20,栗子树,20,2,10,0,
0,280,380,栗子树,20,2,10,0,
0,340,80,栗子树,20,2,10,0,
0,60,300,栗子树,60,2,10,0,
0,420,95,栗子树,50,2,10,0,
0,570,120,栗子树,80,2,10,0,
0,615,110,栗子树,50,2,10,0,
0,560,200,栗子树,90,2,10,0,
0,620,370,栗子树,60,2,10,0,
0,395,420,灌木,40,2,10,0,
0,475,500,栗子树,90,2,10,0,
0,405,515,栗子树,30,2,10,0,
0,500,400,栗子树,50,2,10,0,
0,510,410,栗子树,50,2,10,0,
0,510,410,栗子树,50,2,10,0,
0,560,320,栗子树,90,2,10,0,
0,480,450,栗子树,60,2,10,0,
0,600,400,栗子树,70,2,10,0,
0,600,400,栗子树,80,2,10,0,
0,610,405,栗子树,60,2,10,0,
0,650,420,栗子树,30,2,10,0,
0,300,410,栗子树,50,2,10,0,
0,180,420,栗子树,50,2,10,0,
0,110,425,栗子树,70,2,10,0,
0,110,440,栗子树,70,2,10,0,
0,220,470,栗子树,70,2,10,0,
0,140,500,灌木,50,2,10,0,
0,130,510,栗子树,70,2,10,0,
0,165,550,栗子树,60,2,10,0,
0,340,550,栗子树,50,2,10,0,
0,340,550,栗子树,50,2,10,0,
0,110,60,栗子树,70,2,9,0,
0,110,80,栗子树,60,2,9,0,
0,220,60,栗子树,60,2,9,0,
0,150,130,栗子树,50,2,9,0,
0,140,100,栗子树,50,2,9,0,
0,90,240,栗子树,60,2,9,0,
0,65,185,栗子树,30,2,9,0,
0,120,200,栗子树,60,2,9,0,
